,initial_accuracy,final_accuracy,genealogy,net_depth_min,net_depth_max,net_depth_avg,num_conv_layers,num_inception_modules,num_pooling_layers,num_IP_layers,min_IP_neurons,max_IP_neurons,avg_IP_neurons,min_IP_weights,max_IP_weights,avg_IP_weights,num_splits,min_split_width,max_split_width,avg_split_width,num_concats,min_concat_width,max_concat_width,avg_concat_width,min_conv_ker_area,max_conv_ker_area,avg_conv_ker_area,num_conv_features,num_conv_features,avg_num_conv_features,prop_conv_into_pool,prop_pool_into_pool,prop_padded_conv,prop_same_padded_conv,prop_1x1_conv,prop_square_kernels,prop_horiz_kernels,prop_vert_kernels,num_relu,num_sigmoid,num_tanh,num_max_pool,num_avg_pool,num_stochastic_pool,min_grid_reduction_area_consecutive,max_grid_reduction_area_consecutive,avg_grid_reduction_area_consecutive,min_grid_reduction_height_consecutive,max_grid_reduction_height_consecutive,avg_grid_reduction_height_consecutive,min_grid_reduction_width_consecutive,max_grid_reduction_width_consecutive,avg_grid_reduction_width_consecutive,min_grid_reduction_area_total,max_grid_reduction_area_total,avg_grid_reduction_area_total,min_grid_reduction_height_total,max_grid_reduction_height_total,avg_grid_reduction_height_total,min_grid_reduction_width_total,max_grid_reduction_width_total,avg_grid_reduction_width_total,prop_nonoverlapping,min_stride_h,max_stride_h,avg_stride_h,min_stride_w,max_stride_w,avg_stride_w,min_ratio_features_to_depth,max_ratio_features_to_depth,avg_ratio_features_to_depth,min_ratio_features_to_kerArea,max_ratio_features_to_kerArea,avg_ratio_features_to_kerArea,min_ratio_features_to_kerWidth,max_ratio_features_to_kerWidth,avg_ratio_features_to_kerWidth,min_ratio_features_to_kerHeight,max_ratio_features_to_kerHeight,avg_ratio_features_to_kerHeight,min_ratio_kerArea_to_depth,max_ratio_kerArea_to_depth,avg_ratio_kerArea_to_depth,min_ratio_kerWidth_to_depth,max_ratio_kerWidth_to_depth,avg_ratio_kerWidth_to_depth,min_ratio_kerHeight_to_depth,max_ratio_kerHeight_to_depth,avg_ratio_kerHeight_to_depth
00008_00005_00007,0.00285,0.0031,00008,13,15,14.5,26,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,350.0,67.53846153846153,16.0,128.0,67.53846153846153,0.3076923076923077,0.0,0.46153846153846156,0.0,0.5384615384615384,0.6764705882352942,0.08823529411764706,0.17647058823529413,24,0,0,7,1,0,0.020408163265306145,0.9579910380881255,0.25007542935165594,0.0,0.5145631067961165,0.10919154568270381,0.0,0.9134615384615384,0.19507631257631258,0.972875,0.972875,0.972875,0.69,0.69,0.69,0.9125,0.9125,0.9125,0.0,1,2,1.1,1,9,1.8,1.1428571428571428,51.2,35.350793650793655,0.09142857142857143,102.0,38.56498168498168,0.64,102.0,52.326153846153844,4.571428571428571,102.0,42.78241758241758,0.14285714285714285,350.0,27.77902930402931,0.14285714285714285,50.0,4.154029304029304,0.14285714285714285,7.0,0.9360805860805861
00009_00006_00008,0.00285,0.3392,00009,10,11,10.75,12,1,7,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,49.0,50.666666666666664,10.0,128.0,50.666666666666664,0.4166666666666667,0.2857142857142857,0.5,0.0,0.5,0.5789473684210527,0.21052631578947367,0.21052631578947367,10,2,0,7,0,0,0.04166666666666663,0.8146718146718147,0.3265130799420496,0.020408163265306145,0.5145631067961165,0.10831962311610144,0.0,0.8108108108108107,0.26384526324285357,0.9615,0.9615,0.9615,0.56,0.56,0.56,0.9125,0.9125,0.9125,0.0,1,2,1.1538461538461537,1,5,1.7692307692307692,1.6,64.0,20.45,0.20408163265306123,96.0,21.659198790627368,1.4285714285714286,96.0,25.99365079365079,1.4285714285714286,96.0,29.326984126984126,0.25,49.0,10.233333333333333,0.25,7.0,1.9111111111111112,0.25,7.0,1.6333333333333335
00010_00007_02002,0.00285,0.3392,00010,10,11,10.75,14,1,5,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,25.0,58.42857142857143,1.0,128.0,58.42857142857143,0.21428571428571427,0.0,0.2857142857142857,0.0,0.5714285714285714,0.6842105263157895,0.10526315789473684,0.21052631578947367,12,0,0,5,0,0,0.024390243902439046,0.927710843373494,0.38143269689464226,0.0,0.5900000000000001,0.12523281596452332,0.0,0.927710843373494,0.2643456944661764,0.975625,0.975625,0.975625,0.61,0.61,0.61,0.9375,0.9375,0.9375,0.18181818181818182,1,1,1.0,1,15,3.5454545454545454,0.25,51.2,27.70333333333333,1.0,96.0,36.98349206349206,1.0,96.0,46.23809523809524,1.0,96.0,43.647619047619045,0.2,15.0,2.807142857142857,0.2,15.0,2.45,0.2,1.0,0.4976190476190476
00010_00006_00009,0.00285,0.3392,00010,10,10,10.0,10,0,5,0,8,8,8.0,1648,1648,1648.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,413.0,72.8,32.0,103.0,72.8,0.5,0.0,0.6,0.0,0.4,0.26666666666666666,0.13333333333333333,0.4666666666666667,8,0,0,5,0,0,0.038461538461538436,0.9643716041685223,0.39875658551808046,0.038461538461538436,0.5145631067961165,0.14655668237770392,0.0,0.926605504587156,0.3502919099249375,0.977,0.977,0.977,0.54,0.54,0.54,0.95,0.95,0.95,0.0,1,2,1.1818181818181819,1,11,3.0,1.3333333333333333,33.333333333333336,23.200000000000003,0.07990314769975787,103.0,32.93598062953995,0.559322033898305,103.0,56.71186440677966,4.714285714285714,103.0,35.78285714285714,0.2,413.0,83.57333333333334,0.2,59.0,12.106666666666667,0.2,7.0,2.123333333333333
00012_00006_02439,0.00285,0.35015,00012,13,15,14.5,24,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,58.666666666666664,16.0,128.0,58.666666666666664,0.3333333333333333,0.2,0.4166666666666667,0.0,0.5833333333333334,0.7352941176470589,0.17647058823529413,0.058823529411764705,22,0,0,9,1,0,0.02564102564102566,0.8409170663235466,0.20132563360602623,0.0,0.6699029126213591,0.14565681050141058,0.02564102564102566,0.5180722891566265,0.09394814328664668,0.924,0.924,0.924,0.81,0.81,0.81,0.6,0.6,0.6,0.0,1,3,1.2,1,2,1.1,1.3333333333333333,64.0,33.25333333333333,0.6530612244897959,96.0,32.65886621315193,4.571428571428571,96.0,37.18095238095238,4.571428571428571,96.0,42.51428571428571,0.16666666666666666,49.0,5.088492063492064,0.16666666666666666,7.0,1.0003968253968252,0.16666666666666666,7.0,0.9448412698412699
00012_00007_00814,,,00012,11,13,12.5,22,3,9,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,130.0,55.63636363636363,16.0,128.0,55.63636363636363,0.3181818181818182,0.2222222222222222,0.45454545454545453,0.0,0.5454545454545454,0.7419354838709677,0.1935483870967742,0.06451612903225806,20,0,0,9,0,0,0.0,0.9767441860465116,0.6689837238444949,0.0,0.9767441860465116,0.32316605467156256,0.0,0.9375,0.4520676691729323,0.99975,0.99975,0.99975,0.98,0.98,0.98,0.9875,0.9875,0.9875,0.0,1,41,5.2105263157894735,1,12,2.1578947368421053,1.6,85.33333333333333,40.53333333333333,0.2153846153846154,96.0,30.54407699827055,0.4307692307692308,96.0,38.0027972027972,0.5161290322580645,96.0,36.3741935483871,0.2,130.0,15.824242424242424,0.2,65.0,6.354545454545454,0.2,31.0,3.4
00012_00009_01868,,,00012,12,13,12.75,22,2,7,0,8,8,8.0,16,16,16.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,49.0,56.81818181818182,1.0,128.0,56.81818181818182,0.22727272727272727,0.2857142857142857,0.36363636363636365,0.0,0.45454545454545453,0.6896551724137931,0.13793103448275862,0.1724137931034483,20,0,0,4,3,0,0.04166666666666663,0.9415136273248333,0.3228476876841317,0.0,0.7572815533980582,0.18736726981889276,0.0,0.7590361445783133,0.23339665929860506,0.9945,0.9945,0.9945,0.89,0.89,0.89,0.95,0.95,0.95,0.0,1,4,1.4210526315789473,1,4,1.5263157894736843,0.16666666666666666,51.2,23.99047619047619,0.125,96.0,32.025480313337454,0.25,96.0,44.17164502164502,0.5,96.0,35.46709956709957,0.2,49.0,5.297835497835498,0.2,7.0,0.9807359307359307,0.2,7.0,1.0077922077922077
00012_00005_02919,0.00285,0.71205,00012,11,12,11.75,22,2,5,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,49.0,61.63636363636363,1.0,128.0,61.63636363636363,0.22727272727272727,0.0,0.45454545454545453,0.0,0.5454545454545454,0.7777777777777778,0.07407407407407407,0.07407407407407407,18,0,0,4,1,0,0.18400000000000005,0.8775510204081632,0.47343222037914934,0.040000000000000036,0.7551020408163265,0.3238283688880083,0.09999999999999998,0.5180722891566265,0.2807261368707152,0.99325,0.99325,0.99325,0.94,0.94,0.94,0.8875,0.8875,0.8875,0.13333333333333333,1,4,1.6666666666666667,1,2,1.4,0.2,42.666666666666664,26.759706959706957,0.16666666666666666,96.0,38.81335910121624,0.3333333333333333,96.0,45.13376623376624,0.5,96.0,43.21709956709957,0.16666666666666666,49.0,5.482467532467533,0.16666666666666666,7.0,0.9993506493506494,0.16666666666666666,7.0,1.072077922077922
00012_00006_00012,0.00285,0.3392,00012,12,14,13.5,28,3,5,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,1015.0,62.714285714285715,16.0,128.0,62.714285714285715,0.17857142857142858,0.0,0.42857142857142855,0.0,0.5714285714285714,0.7575757575757576,0.06060606060606061,0.12121212121212122,26,0,0,5,0,0,0.4444444444444444,0.9931805782869613,0.6800951721146081,0.0,0.8717948717948718,0.39765390319023536,0.0,0.9468085106382979,0.48393825615352526,0.99975,0.99975,0.99975,0.98,0.98,0.98,0.9875,0.9875,0.9875,0.11764705882352941,1,7,1.9411764705882353,1,17,3.1176470588235294,1.0,42.666666666666664,26.68843537414966,0.04039408866995074,96.0,39.29717100633356,1.4137931034482758,96.0,46.477175697865356,1.1714285714285715,96.0,44.49795918367347,0.125,1015.0,73.32947845804988,0.125,29.0,2.3895691609977328,0.125,35.0,2.9133786848072565
00012_00008_00402,0.00285,0.3392,00012,9,9,9.0,6,0,7,0,8,8,8.0,1536,1536,1536.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,399.0,47.0,13.0,96.0,47.0,1.1666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,0.15384615384615385,0.23076923076923078,0.6153846153846154,4,0,0,7,0,0,0.020408163265306145,0.9640417116145271,0.35371776034497765,0.0,0.5145631067961165,0.19983528674163029,0.0,0.9259259259259259,0.2547138047138047,0.952,0.952,0.952,0.52,0.52,0.52,0.9,0.9,0.9,0.0,1,2,1.1818181818181819,1,10,2.6363636363636362,2.0,32.0,20.428571428571427,0.08020050125313283,32.0,15.026733500417711,0.5614035087719298,96.0,36.5204678362573,4.571428571428571,32.0,16.523809523809522,0.5,399.0,133.5,0.3333333333333333,57.0,19.277777777777775,0.5,7.0,2.8333333333333335
00012_00009_00816,0.00285,0.636,00012,10,11,10.75,20,2,6,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,182.0,65.8,16.0,128.0,65.8,0.3,0.0,0.5,0.0,0.5,0.6153846153846154,0.15384615384615385,0.15384615384615385,16,2,0,6,0,0,0.040000000000000036,0.9577880962431405,0.6019256428827335,0.040000000000000036,0.6734693877551021,0.24164744417184353,0.0,0.9130434782608696,0.4849637681159421,0.998125,0.998125,0.998125,0.85,0.85,0.85,0.9875,0.9875,0.9875,0.125,1,3,1.375,1,10,2.5,1.3333333333333333,51.2,31.975757575757576,0.17582417582417584,96.0,29.667804639804643,1.2307692307692308,96.0,37.829743589743586,4.571428571428571,96.0,39.563809523809525,0.2,182.0,19.38,0.2,26.0,3.046666666666667,0.2,7.0,1.1466666666666667
00012_00008_01866,,,00012,8,8,8.0,10,0,2,0,8,8,8.0,2048,2048,2048.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,672.0,70.0,32.0,128.0,70.0,0.2,0.0,0.2,0.0,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,0,0,2,0,0,0.0,0.9934431603966888,0.6171107900991721,0.0,0.9863945578231292,0.3715986394557823,0.0,0.975,0.3732680722891566,0.999875,0.999875,0.999875,0.99,0.99,0.99,0.9875,0.9875,0.9875,0.25,1,55,14.75,1,2,1.25,1.3333333333333333,44.0,23.078787878787878,0.06547619047619048,96.0,45.21309523809524,6.285714285714286,96.0,49.65714285714286,0.4583333333333333,128.0,58.091666666666676,0.25,672.0,134.79666666666668,0.25,7.0,1.6966666666666665,0.2,96.0,19.556666666666665
00012_00007_02033,0.00285,0.4715,00012,8,8,8.0,6,0,6,0,8,8,8.0,160,160,160.0,3,2,4,2.6666666666666665,5,2,2,2.0,2.0,3.0,44.666666666666664,10.0,96.0,44.666666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,4,2,0,6,0,0,0.038461538461538436,0.6623376623376623,0.19990917064651245,0.0,0.20999999999999996,0.041383208914854475,0.038461538461538436,0.6623376623376623,0.16084027084027086,0.763,0.763,0.763,0.20999999999999996,0.20999999999999996,0.20999999999999996,0.7,0.7,0.7,0.16666666666666666,1,1,1.0,1,3,1.3333333333333333,2.0,48.0,22.952380952380956,5.0,48.0,20.77777777777778,5.0,48.0,20.77777777777778,10.0,96.0,44.666666666666664,0.6666666666666666,3.0,1.5555555555555554,0.6666666666666666,3.0,1.5555555555555554,0.3333333333333333,1.0,0.611111111111111
00013_00006_00013,0.00285,0.3392,00013,12,14,13.5,26,3,6,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,518.0,57.92307692307692,16.0,128.0,57.92307692307692,0.23076923076923078,0.0,0.3076923076923077,0.0,0.6153846153846154,0.8125,0.0625,0.125,22,0,0,6,0,0,0.11111111111111116,0.9971543354536324,0.4977907380101354,0.11111111111111116,0.8349514563106796,0.2640605170061552,0.0,0.9827586206896551,0.37284482758620696,0.998,0.998,0.998,0.92,0.92,0.92,0.975,0.975,0.975,0.0,1,6,1.625,1,67,9.25,1.1428571428571428,51.2,28.073015873015873,0.06177606177606178,96.0,38.062700722700725,0.43243243243243246,96.0,42.694802494802495,4.571428571428571,96.0,42.28241758241758,0.14285714285714285,518.0,40.638003663003666,0.14285714285714285,74.0,6.000183150183149,0.14285714285714285,7.0,0.871978021978022
00014_00006_00014,0.00285,0.3392,00014,13,15,14.5,26,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,52.69230769230769,1.0,128.0,52.69230769230769,0.23076923076923078,0.25,0.46153846153846156,0.0,0.5384615384615384,0.7941176470588235,0.08823529411764706,0.058823529411764705,22,2,0,5,3,0,0.17105263157894735,0.7660545092993333,0.37060521928809614,0.0,0.64,0.25949225839202994,0.0,0.5180722891566265,0.170359565926447,0.98425,0.98425,0.98425,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.775,0.775,0.775,0.0,1,2,1.2,1,2,1.2,0.5,51.2,21.823015873015876,0.1111111111111111,96.0,27.078269666841095,0.3333333333333333,96.0,31.269597069597065,0.3333333333333333,96.0,37.73113553113553,0.14285714285714285,49.0,4.977747252747253,0.14285714285714285,7.0,1.057875457875458,0.14285714285714285,7.0,0.9232600732600733
00015_00007_01070,0.00285,0.73875,00015,10,11,10.75,12,1,7,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,49.0,64.0,16.0,128.0,64.0,0.4166666666666667,0.2857142857142857,0.6666666666666666,0.0,0.3333333333333333,0.47368421052631576,0.21052631578947367,0.10526315789473684,12,0,0,7,0,0,0.05555555555555558,0.9038461538461539,0.43897077068060686,0.0,0.9038461538461539,0.30778790141896945,0.0,0.5180722891566265,0.1745928744216633,0.993625,0.993625,0.993625,0.97,0.97,0.97,0.7875,0.7875,0.7875,0.13333333333333333,1,10,2.3333333333333335,1,2,1.2666666666666666,1.6,72.0,38.2,1.28,96.0,24.736749811035526,6.4,96.0,33.803174603174604,3.2,96.0,39.66984126984127,0.25,49.0,9.816666666666666,0.25,7.0,1.6333333333333335,0.25,7.0,2.272222222222222
00015_00007_02723,0.00285,0.3392,00015,12,14,13.5,26,3,7,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,56.38461538461539,1.0,128.0,56.38461538461539,0.2692307692307692,0.0,0.3076923076923077,0.0,0.5384615384615384,0.7575757575757576,0.12121212121212122,0.12121212121212122,24,2,0,7,0,0,0.052631578947368474,0.8830272546496666,0.33069186412580226,0.0,0.5145631067961165,0.1746446852952514,0.0,0.7590361445783133,0.20362052592136362,0.980875,0.980875,0.980875,0.83,0.83,0.83,0.8875,0.8875,0.8875,0.21052631578947367,1,2,1.2105263157894737,1,4,1.4210526315789473,0.2,64.0,29.739682539682537,0.4489795918367347,96.0,31.97710099424385,1.0,106.0,40.13406593406593,1.0,96.0,38.05714285714286,0.14285714285714285,49.0,4.6956959706959704,0.14285714285714285,7.0,0.9014652014652016,0.14285714285714285,7.0,0.9142857142857144
00015_00005_02481,0.00285,0.3392,00015,10,11,10.75,16,2,9,0,8,8,8.0,16,16,16.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,25.0,50.125,1.0,128.0,50.125,0.3125,0.2222222222222222,0.375,0.0,0.625,0.64,0.08,0.2,12,0,0,8,1,0,0.01388888888888884,0.8333333333333334,0.21626497678826445,0.0,0.19791666666666663,0.048562728446290095,0.0,0.8333333333333334,0.17092796092796092,0.892,0.892,0.892,0.28,0.28,0.28,0.85,0.85,0.85,0.0,1,1,1.0,1,6,1.6666666666666667,0.3333333333333333,128.0,46.09523809523809,1.0,96.0,28.50722222222222,1.0,96.0,32.702777777777776,1.0,96.0,36.258333333333326,0.25,9.0,2.822916666666667,0.25,9.0,1.7395833333333335,0.25,1.6666666666666667,0.7395833333333334
00015_00007_02099,0.00285,0.63265,00015,11,12,11.75,18,2,8,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,49.0,58.666666666666664,16.0,128.0,58.666666666666664,0.2777777777777778,0.375,0.4444444444444444,0.0,0.5555555555555556,0.6923076923076923,0.23076923076923078,0.07692307692307693,18,0,0,8,0,0,0.07692307692307687,0.9064218037197334,0.41861579037624586,0.0,0.8058252427184466,0.27185910772075816,0.050000000000000044,0.6666666666666667,0.21193581769635988,0.9925,0.9925,0.9925,0.95,0.95,0.95,0.85,0.85,0.85,0.125,1,5,1.5,1,3,1.375,1.6,64.0,32.17777777777778,0.6530612244897959,96.0,32.01725371630133,4.571428571428571,96.0,36.18201058201058,4.571428571428571,96.0,43.29312169312169,0.25,49.0,6.477777777777778,0.25,7.0,1.2333333333333334,0.25,7.0,1.1592592592592592
00015_00008_01580,0.00285,0.3392,00015,6,6,6.0,6,0,2,0,8,8,8.0,1328,1328,1328.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,364.0,66.0,10.0,105.0,66.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.25,0.25,0.25,6,0,0,2,0,0,0.44499999999999995,0.9614457831325302,0.7885431522006393,0.0,0.92,0.44,0.07499999999999996,0.9591836734693877,0.5174186542086715,0.9985,0.9985,0.9985,0.94,0.94,0.94,0.975,0.975,0.975,0.3333333333333333,1,10,4.0,1,25,9.333333333333334,2.0,52.5,26.047619047619047,0.027472527472527472,83.0,29.075824175824177,1.4285714285714286,83.0,29.542857142857144,0.19230769230769232,105.0,62.730769230769226,0.3333333333333333,364.0,125.6111111111111,0.3333333333333333,12.5,6.611111111111111,0.3333333333333333,52.0,17.61111111111111
00015_00008_00232,0.00285,0.3392,00015,10,11,10.75,18,2,8,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,200.0,57.0,16.0,128.0,57.0,0.3333333333333333,0.25,0.4444444444444444,0.0,0.5555555555555556,0.6923076923076923,0.15384615384615385,0.15384615384615385,14,2,0,8,0,0,0.050000000000000044,0.9392446633825944,0.5566337530632356,0.0,0.9310344827586207,0.4254407990179667,0.0,0.7027027027027026,0.21379192892747112,0.99725,0.99725,0.99725,0.98,0.98,0.98,0.8625,0.8625,0.8625,0.0,1,15,3.25,1,2,1.125,1.6,64.0,30.511111111111113,0.48,96.0,26.84836482741245,4.571428571428571,96.0,32.02645502645502,4.571428571428571,96.0,31.493121693121694,0.25,66.66666666666667,13.774074074074074,0.25,7.0,1.4925925925925927,0.25,7.0,1.862962962962963
00015_00006_00015,0.00285,0.3392,00015,10,11,10.75,20,2,5,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,39.0,57.7,1.0,128.0,57.7,0.15,0.0,0.6,0.0,0.4,0.56,0.24,0.2,18,0,0,4,1,0,0.2421052631578947,0.9285714285714286,0.5518239658734104,0.0,0.6666666666666667,0.2155375968756956,0.0,0.8571428571428572,0.4035960330077977,0.996,0.996,0.996,0.84,0.84,0.84,0.975,0.975,0.975,0.11764705882352941,1,3,1.3529411764705883,1,6,1.9411764705882353,0.25,51.2,26.930303030303033,0.045454545454545456,96.0,24.920921522921525,0.09090909090909091,96.0,38.91575757575758,0.5,96.0,30.015128205128207,0.2,13.0,3.146666666666667,0.2,4.0,1.0383333333333333,0.2,4.333333333333333,1.0466666666666666
00015_00008_00857,,,00015,10,11,10.75,18,2,6,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,90.0,60.44444444444444,16.0,128.0,60.44444444444444,0.2777777777777778,0.16666666666666666,0.4444444444444444,0.0,0.5555555555555556,0.75,0.0,0.041666666666666664,16,2,0,5,1,0,0.022222222222222254,0.3580808080808081,0.10053994888669135,0.010000000000000009,0.1717171717171717,0.049732306914234976,0.0,0.22499999999999998,0.05736825166876498,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.0,0.0,0.0,0.0,1,1,1.0,1,1,1.0,1.6,64.0,35.733333333333334,0.5925925925925926,96.0,28.57349794238683,5.333333333333333,96.0,33.8962962962963,5.333333333333333,96.0,33.77777777777778,0.25,45.0,8.977777777777778,0.25,4.5,1.2333333333333334,0.25,5.0,1.2888888888888888
00016_00006_00017,0.00285,0.3003,00016,10,11,10.75,10,1,8,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,378.0,58.6,16.0,128.0,58.6,0.6,0.25,0.4,0.0,0.4,0.5,0.16666666666666666,0.3333333333333333,8,2,0,8,0,0,0.040000000000000036,0.9633632533431031,0.33096300154282965,0.0,0.5145631067961165,0.20871228243353945,0.0,0.9245283018867925,0.19386685491806785,0.985125,0.985125,0.985125,0.83,0.83,0.83,0.9125,0.9125,0.9125,0.14285714285714285,1,2,1.2857142857142858,1,10,2.2857142857142856,2.0,85.33333333333333,38.05555555555555,0.08465608465608465,96.0,30.06715343915344,0.5925925925925926,96.0,41.22518518518519,4.571428571428571,96.0,34.32095238095238,0.3333333333333333,378.0,76.78333333333333,0.3333333333333333,54.0,11.233333333333334,0.3333333333333333,7.0,1.9333333333333331
00016_00007_01746,0.00285,0.3392,00016,9,10,9.75,12,1,4,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,553.0,69.83333333333333,16.0,128.0,69.83333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6875,0.125,0.1875,12,0,0,3,1,0,0.08823529411764708,0.9918413967528759,0.4930572212703851,0.02857142857142858,0.5145631067961165,0.23375749005103658,0.0,0.9831932773109243,0.3916316526610644,0.9915,0.9915,0.9915,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.975,0.975,0.975,0.0,1,2,1.25,1,47,12.5,1.6,64.0,37.11666666666666,0.05786618444846293,107.0,52.46816288259327,0.4050632911392405,107.0,55.32306610407875,4.571428571428571,107.0,56.01746031746031,0.25,553.0,92.95555555555553,0.25,79.0,13.522222222222224,0.25,7.0,1.5222222222222221
00016_00007_02236,0.00285,0.3392,00016,11,13,12.5,24,3,6,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,1800.0,72.08333333333333,16.0,128.0,72.08333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.5833333333333334,0.7666666666666667,0.16666666666666666,0.0,22,2,0,6,0,0,0.11111111111111116,0.996301775147929,0.39073315840142764,0.0,0.9572649572649573,0.2607295482295482,0.11111111111111116,0.9134615384615384,0.276881105006105,0.995625,0.995625,0.995625,0.95,0.95,0.95,0.9125,0.9125,0.9125,0.0,1,24,3.875,1,9,2.0,1.3333333333333333,121.0,58.25333333333333,0.06722222222222222,96.0,39.943379629629625,2.42,96.0,44.335,3.361111111111111,96.0,48.41342592592593,0.16666666666666666,1800.0,150.97738095238097,0.16666666666666666,50.0,4.555952380952381,0.16666666666666666,36.0,3.361507936507936
00017_00007_02181,0.00285,0.5986,00017,8,9,8.75,10,1,5,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,2574.0,49.6,16.0,128.0,49.6,0.5,0.0,0.4,0.0,0.6,0.6,0.13333333333333333,0.13333333333333333,10,0,0,5,0,0,0.23529411764705888,0.9925482174167154,0.49110473715394587,0.09090909090909094,0.853448275862069,0.33194534411572957,0.0,0.9491525423728814,0.36647834274952923,0.995,0.995,0.995,0.9,0.9,0.9,0.95,0.95,0.95,0.0,1,6,2.111111111111111,1,14,3.888888888888889,2.0,85.33333333333333,30.555555555555554,0.012432012432012432,96.0,28.752708624708625,0.41025641025641024,96.0,32.18871794871795,0.9696969696969697,96.0,32.30060606060606,0.3333333333333333,2574.0,515.8833333333334,0.3333333333333333,78.0,16.03333333333333,0.3333333333333333,33.0,7.033333333333334
00017_00008_01450,0.00285,0.74815,00017,11,12,11.75,20,2,7,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,49.0,68.2,16.0,128.0,68.2,0.25,0.2857142857142857,0.6,0.0,0.4,0.5925925925925926,0.3333333333333333,0.07407407407407407,20,0,0,6,1,0,0.03448275862068961,0.9204585331617733,0.4454392527979649,0.0,0.8349514563106796,0.3858809821796647,0.0,0.5180722891566265,0.1287315483276445,0.99275,0.99275,0.99275,0.98,0.98,0.98,0.6375,0.6375,0.6375,0.0,1,6,1.736842105263158,1,2,1.105263157894737,1.3333333333333333,90.0,38.88484848484848,1.28,96.0,23.91338287109716,5.333333333333333,96.0,31.925714285714285,2.4615384615384617,96.0,41.6385347985348,0.2,49.0,7.18,0.2,7.0,1.6800000000000002,0.2,7.0,1.655
