,initial_accuracy,final_accuracy,genealogy,net_depth_min,net_depth_max,net_depth_avg,num_conv_layers,num_inception_modules,num_pooling_layers,num_IP_layers,min_IP_neurons,max_IP_neurons,avg_IP_neurons,min_IP_weights,max_IP_weights,avg_IP_weights,num_splits,min_split_width,max_split_width,avg_split_width,num_concats,min_concat_width,max_concat_width,avg_concat_width,min_conv_ker_area,max_conv_ker_area,avg_conv_ker_area,num_conv_features,num_conv_features,avg_num_conv_features,prop_conv_into_pool,prop_pool_into_pool,prop_padded_conv,prop_same_padded_conv,prop_1x1_conv,prop_square_kernels,prop_horiz_kernels,prop_vert_kernels,num_relu,num_sigmoid,num_tanh,num_max_pool,num_avg_pool,num_stochastic_pool,min_grid_reduction_area_consecutive,max_grid_reduction_area_consecutive,avg_grid_reduction_area_consecutive,min_grid_reduction_height_consecutive,max_grid_reduction_height_consecutive,avg_grid_reduction_height_consecutive,min_grid_reduction_width_consecutive,max_grid_reduction_width_consecutive,avg_grid_reduction_width_consecutive,min_grid_reduction_area_total,max_grid_reduction_area_total,avg_grid_reduction_area_total,min_grid_reduction_height_total,max_grid_reduction_height_total,avg_grid_reduction_height_total,min_grid_reduction_width_total,max_grid_reduction_width_total,avg_grid_reduction_width_total,prop_nonoverlapping,min_stride_h,max_stride_h,avg_stride_h,min_stride_w,max_stride_w,avg_stride_w,min_ratio_features_to_depth,max_ratio_features_to_depth,avg_ratio_features_to_depth,min_ratio_features_to_kerArea,max_ratio_features_to_kerArea,avg_ratio_features_to_kerArea,min_ratio_features_to_kerWidth,max_ratio_features_to_kerWidth,avg_ratio_features_to_kerWidth,min_ratio_features_to_kerHeight,max_ratio_features_to_kerHeight,avg_ratio_features_to_kerHeight,min_ratio_kerArea_to_depth,max_ratio_kerArea_to_depth,avg_ratio_kerArea_to_depth,min_ratio_kerWidth_to_depth,max_ratio_kerWidth_to_depth,avg_ratio_kerWidth_to_depth,min_ratio_kerHeight_to_depth,max_ratio_kerHeight_to_depth,avg_ratio_kerHeight_to_depth
00048_00008_01436,0.00285,0.54465,00048,13,15,14.5,26,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,63.0,16.0,128.0,63.0,0.23076923076923078,0.25,0.38461538461538464,0.0,0.6153846153846154,0.7941176470588235,0.11764705882352941,0.08823529411764706,26,0,0,5,3,0,0.16666666666666663,0.9340659340659341,0.44558990737301063,0.0,0.8058252427184466,0.28679906034274966,0.0,0.8571428571428572,0.2772725823930643,0.99625,0.99625,0.99625,0.94,0.94,0.94,0.9375,0.9375,0.9375,0.0,1,5,1.5555555555555556,1,7,1.7777777777777777,1.1428571428571428,51.2,29.97579365079365,0.6530612244897959,107.0,41.60818419675563,4.0,107.0,45.93626373626374,4.571428571428571,107.0,46.85934065934066,0.14285714285714285,49.0,5.1123626373626365,0.14285714285714285,7.0,1.1155677655677656,0.14285714285714285,7.0,0.8847985347985348
00048_00007_00612,0.00285,0.4775,00048,10,12,11.5,18,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,25.0,61.333333333333336,16.0,128.0,61.333333333333336,0.4444444444444444,0.2,0.3333333333333333,0.0,0.6666666666666666,0.7857142857142857,0.0,0.07142857142857142,18,0,0,9,1,0,0.023545706371191133,0.0720282810428634,0.04204893175038402,0.010526315789473717,0.040000000000000036,0.018831405254729143,0.012499999999999956,0.05063291139240511,0.02368552319488853,0.15137500000000004,0.15137500000000004,0.15137500000000004,0.06999999999999995,0.06999999999999995,0.06999999999999995,0.08750000000000002,0.08750000000000002,0.08750000000000002,0.0,1,1,1.0,1,1,1.0,2.6666666666666665,256.0,160.66666666666666,1.28,96.0,37.25037037037037,6.4,96.0,42.84444444444444,6.4,96.0,42.84444444444444,0.3333333333333333,12.5,2.8796296296296298,0.3333333333333333,2.5,1.074074074074074,0.3333333333333333,2.5,1.074074074074074
00049_00007_01148,0.00285,0.3392,00049,11,12,11.75,22,2,6,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,546.0,56.81818181818182,1.0,128.0,56.81818181818182,0.2727272727272727,0.0,0.45454545454545453,0.0,0.45454545454545453,0.5714285714285714,0.35714285714285715,0.07142857142857142,18,0,0,6,0,0,0.02777777777777779,0.9930155404225598,0.513818305196863,0.0,0.9855072463768116,0.3502415458937198,0.02777777777777779,0.75,0.30165529844244704,0.999375,0.999375,0.999375,0.99,0.99,0.99,0.9375,0.9375,0.9375,0.0,1,63,8.0,1,4,1.5555555555555556,0.2,42.666666666666664,22.68278388278388,0.05860805860805861,96.0,30.51310578310579,0.16666666666666666,96.0,33.982251082251075,0.41025641025641024,96.0,43.81608391608392,0.16666666666666666,546.0,50.53095238095239,0.16666666666666666,7.0,1.0841991341991344,0.16666666666666666,78.0,7.39025974025974
00049_00006_00052,,,00049,9,10,9.75,16,2,7,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,25.0,65.25,16.0,128.0,65.25,0.3125,0.2857142857142857,0.25,0.0,0.5,0.6086956521739131,0.30434782608695654,0.08695652173913043,16,0,0,6,1,0,0.013157894736842146,0.8385,0.15804801008651045,0.0,0.83,0.13951656920077973,0.013157894736842146,0.0821917808219178,0.024639243425112197,0.844875,0.844875,0.844875,0.83,0.83,0.83,0.08750000000000002,0.08750000000000002,0.08750000000000002,0.0,1,1,1.0,1,1,1.0,2.0,85.33333333333333,51.238095238095234,1.28,96.0,37.56277777777778,6.4,96.0,41.75833333333333,6.4,122.0,51.38333333333333,0.3333333333333333,6.25,1.6041666666666665,0.3333333333333333,2.0,0.7916666666666666,0.3333333333333333,1.25,0.6041666666666666
00049_00006_01369,,,00049,9,10,9.75,18,2,6,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,49.0,64.33333333333333,16.0,128.0,64.33333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.08333333333333333,14,0,0,6,0,0,0.09502262443438914,0.7660545092993333,0.3553206556653812,0.0,0.5145631067961165,0.1253733885886941,0.07692307692307687,0.7,0.2802403754210983,0.925,0.925,0.925,0.5,0.5,0.5,0.85,0.85,0.85,0.0,1,2,1.1666666666666667,1,2,1.1666666666666667,1.6,64.0,42.91851851851852,1.1224489795918366,128.0,42.29163013353489,6.4,128.0,46.76931216931217,6.4,128.0,46.76931216931217,0.25,49.0,6.4037037037037035,0.25,7.0,1.1592592592592592,0.25,7.0,1.1592592592592592
00049_00005_01864,0.00285,0.7441,00049,15,17,16.5,26,3,12,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,238.0,66.46153846153847,16.0,128.0,66.46153846153847,0.38461538461538464,0.16666666666666666,0.46153846153846156,0.0,0.5384615384615384,0.6578947368421053,0.13157894736842105,0.15789473684210525,22,0,0,11,1,0,0.020408163265306145,0.9393203883495146,0.2501941121296321,0.0,0.5145631067961165,0.14240852189569606,0.0,0.875,0.15275673400673398,0.982,0.982,0.982,0.84,0.84,0.84,0.8875,0.8875,0.8875,0.0,1,2,1.1666666666666667,1,7,1.5,1.1428571428571428,51.2,33.96190476190476,0.13445378151260504,128.0,38.82470157293687,0.9411764705882353,128.0,49.11855203619909,4.571428571428571,128.0,43.756776556776565,0.14285714285714285,238.0,19.279029304029304,0.14285714285714285,34.0,2.948901098901099,0.14285714285714285,7.0,0.9745421245421245
00049_00006_01575,0.00285,0.3392,00049,9,10,9.75,18,2,6,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,518.0,69.33333333333333,16.0,128.0,69.33333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.08333333333333333,16,0,0,6,0,0,0.3535353535353535,0.9904697728147863,0.5052012512170868,0.030303030303030276,0.6886792452830188,0.2200783951373574,0.0,0.9693877551020408,0.4115646258503401,0.99525,0.99525,0.99525,0.81,0.81,0.81,0.975,0.975,0.975,0.0,1,3,1.3333333333333333,1,34,6.5,1.6,64.0,42.84444444444445,0.06177606177606178,128.0,49.72933314266648,0.8648648648648649,128.0,53.54794794794795,2.2857142857142856,128.0,53.7058201058201,0.25,518.0,58.51481481481481,0.25,37.0,4.492592592592592,0.25,14.0,1.9370370370370371
00049_00008_01562,0.00285,0.5285,00049,7,7,7.0,6,0,3,0,8,8,8.0,1536,1536,1536.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,231.0,69.66666666666667,32.0,96.0,69.66666666666667,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,6,0,0,2,1,0,0.4285714285714286,0.9626090569173245,0.6680016806611857,0.0,0.9224137931034483,0.38826335131753853,0.0,0.6666666666666667,0.43849684452094095,0.992125,0.992125,0.992125,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.8875,0.8875,0.8875,0.2857142857142857,1,12,4.142857142857143,1,3,1.8571428571428572,2.0,40.5,30.142857142857142,0.13852813852813853,81.0,37.71284271284271,4.571428571428571,81.0,39.1904761904762,0.9696969696969697,96.0,59.32323232323233,0.5,231.0,77.5,0.5,7.0,2.8333333333333335,0.3333333333333333,33.0,11.277777777777779
00050_00006_00054,0.00285,0.6797,00050,10,12,11.5,20,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,30.0,58.4,16.0,128.0,58.4,0.3,0.0,0.4,0.0,0.6,0.75,0.07142857142857142,0.17857142857142858,20,0,0,7,1,0,0.014285714285714235,0.9659090909090909,0.34524111318106265,0.0,0.30000000000000004,0.05264193858805001,0.0,0.9659090909090909,0.29886363636363633,0.974125,0.974125,0.974125,0.31000000000000005,0.31000000000000005,0.31000000000000005,0.9625,0.9625,0.9625,0.125,1,1,1.0,1,30,4.625,2.0,128.0,67.88888888888889,1.0666666666666667,96.0,33.63199999999999,1.0666666666666667,96.0,38.666666666666664,6.4,96.0,41.76,0.25,30.0,4.723333333333334,0.25,30.0,3.5966666666666667,0.25,1.6666666666666667,0.6966666666666667
00051_00008_01419,0.00285,0.3392,00051,12,14,13.5,24,3,9,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,210.0,50.25,7.0,128.0,50.25,0.2916666666666667,0.2222222222222222,0.5,0.0,0.5,0.6363636363636364,0.12121212121212122,0.24242424242424243,22,2,0,9,0,0,0.020408163265306145,0.9277008882462301,0.36066946434556546,0.0,0.5145631067961165,0.07507594365816074,0.0,0.8888888888888888,0.332376449397726,0.989,0.989,0.989,0.56,0.56,0.56,0.975,0.975,0.975,0.09523809523809523,1,2,1.0952380952380953,1,10,2.3333333333333335,1.3333333333333333,64.0,26.119999999999997,0.1523809523809524,96.0,28.244920634920636,1.0666666666666667,96.0,32.90555555555556,2.3333333333333335,96.0,33.708730158730155,0.16666666666666666,210.0,18.88015873015873,0.16666666666666666,30.0,3.2365079365079357,0.16666666666666666,7.0,1.0003968253968254
00051_00007_02816,,,00051,7,7,7.0,6,0,3,0,8,8,8.0,448,448,448.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,371.0,52.0,28.0,96.0,52.0,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,6,0,0,2,1,0,0.09999999999999998,0.9942627653471027,0.6153675928202605,0.0,0.9761904761904762,0.445578231292517,0.0,0.7590361445783133,0.4495205311040079,0.9975,0.9975,0.9975,0.98,0.98,0.98,0.875,0.875,0.875,0.0,1,39,11.857142857142858,1,4,2.142857142857143,2.0,48.0,25.809523809523814,0.0862533692722372,28.0,9.878213488682144,3.096774193548387,28.0,11.889400921658984,0.6037735849056604,48.0,25.534591194968556,0.3333333333333333,371.0,134.11111111111111,0.3333333333333333,15.5,7.611111111111112,0.3333333333333333,53.0,18.11111111111111
00051_00005_02817,0.00285,0.3392,00051,13,15,14.5,24,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,49.0,59.333333333333336,16.0,128.0,59.333333333333336,0.3333333333333333,0.2,0.4166666666666667,0.0,0.5833333333333334,0.7352941176470589,0.20588235294117646,0.058823529411764705,24,0,0,9,1,0,0.050000000000000044,0.7660545092993333,0.1950820392406548,0.0,0.52,0.12699477221807318,0.02777777777777779,0.5180722891566265,0.09833083479104872,0.904,0.904,0.904,0.76,0.76,0.76,0.6,0.6,0.6,0.0,1,2,1.1,1,2,1.1,1.3333333333333333,64.0,34.053333333333335,0.6530612244897959,96.0,32.258866213151926,4.571428571428571,96.0,36.78095238095238,4.571428571428571,96.0,43.180952380952384,0.16666666666666666,49.0,5.144047619047619,0.16666666666666666,7.0,1.055952380952381,0.16666666666666666,7.0,0.9448412698412699
00051_00007_02116,0.00285,0.3392,00051,12,13,12.75,20,2,9,0,8,8,8.0,16,16,16.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,609.0,52.9,1.0,128.0,52.9,0.45,0.0,0.4,0.0,0.6,0.6206896551724138,0.27586206896551724,0.10344827586206896,16,4,0,8,1,0,0.027027027027026973,0.976409133035639,0.24431349538143496,0.0,0.951048951048951,0.19405431170137052,0.0,0.5180722891566265,0.11298965976082748,0.97825,0.97825,0.97825,0.94,0.94,0.94,0.6375,0.6375,0.6375,0.0,1,15,2.6470588235294117,1,2,1.1176470588235294,0.2,64.0,26.33939393939394,0.052545155993431854,96.0,28.85547673782156,1.0,96.0,32.66380952380952,0.367816091954023,96.0,38.64344827586207,0.16666666666666666,609.0,61.84666666666666,0.16666666666666666,7.0,1.1266666666666665,0.16666666666666666,87.0,9.059999999999999
00051_00010_01977,,,00051,10,12,11.5,24,3,5,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,25.0,64.0,16.0,128.0,64.0,0.20833333333333334,0.0,0.5,0.0,0.5,0.7241379310344828,0.13793103448275862,0.13793103448275862,18,2,0,5,0,0,0.06000000000000005,0.7727272727272727,0.3093340215206962,0.02083333333333337,0.5102040816326531,0.1495468956813495,0.0,0.7625,0.19734530175706647,0.97,0.97,0.97,0.76,0.76,0.76,0.875,0.875,0.875,0.0,1,2,1.2352941176470589,1,2,1.1176470588235294,1.3333333333333333,85.33333333333333,42.72,1.28,96.0,30.153650793650797,6.4,96.0,43.84761904761905,6.4,96.0,36.44444444444444,0.16666666666666666,6.25,2.0662698412698415,0.16666666666666666,1.4,0.5948412698412698,0.16666666666666666,5.0,1.0698412698412698
00051_00005_02552,0.00285,0.3392,00051,9,10,9.75,15,2,8,0,8,8,8.0,8,8,8.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,25.0,61.93333333333333,1.0,128.0,61.93333333333333,0.26666666666666666,0.25,0.26666666666666666,0.0,0.7333333333333333,0.7391304347826086,0.08695652173913043,0.17391304347826086,14,0,0,8,0,0,0.023255813953488413,0.772,0.18967574859401123,0.0117647058823529,0.10416666666666663,0.035701284389724884,0.0,0.7625,0.1596230158730159,0.8005,0.8005,0.8005,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.7625,0.7625,0.7625,0.0,1,1,1.0,1,1,1.0,0.3333333333333333,128.0,75.05555555555556,1.0,96.0,42.66696296296296,1.0,96.0,47.14222222222222,1.0,96.0,47.14222222222222,0.25,8.333333333333334,1.9277777777777778,0.25,1.6666666666666667,0.7722222222222223,0.25,1.6666666666666667,0.7722222222222223
00051_00008_00527,0.00285,0.5172,00051,7,8,7.75,10,1,2,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,2520.0,54.2,2.0,128.0,54.2,0.2,0.0,0.6,0.0,0.4,0.5833333333333334,0.16666666666666666,0.08333333333333333,10,0,0,1,1,0,0.5,0.9981614830703233,0.7453737041009141,0.0,0.9754098360655737,0.4396857923497268,0.0,0.9252336448598131,0.5771417445482866,0.99925,0.99925,0.99925,0.97,0.97,0.97,0.975,0.975,0.975,0.0,1,42,11.25,1,10,4.25,2.0,85.33333333333333,29.388888888888886,0.0007936507936507937,96.0,25.183714285714284,0.03571428571428571,96.0,28.54714285714286,0.044444444444444446,96.0,42.715555555555554,0.3333333333333333,2520.0,505.58333333333337,0.3333333333333333,56.0,12.133333333333333,0.3333333333333333,45.0,9.433333333333334
00051_00008_00903,0.00285,0.3392,00051,10,11,10.75,12,1,7,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,55.0,80.16666666666667,16.0,128.0,80.16666666666667,0.25,0.2857142857142857,0.3333333333333333,0.0,0.6666666666666666,0.6842105263157895,0.10526315789473684,0.21052631578947367,12,0,0,7,0,0,0.08799999999999997,0.9817212490479817,0.33271026076966675,0.0,0.9108910891089109,0.25622262226222625,0.0,0.7948717948717949,0.21281218781218783,0.988625,0.988625,0.988625,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.8375,0.8375,0.8375,0.18181818181818182,1,11,2.8181818181818183,1,5,1.7272727272727273,1.6,105.0,54.45,1.28,96.0,50.943367003367,6.4,96.0,56.92222222222222,6.4,96.0,55.01313131313131,0.25,55.0,9.955555555555556,0.25,5.0,1.1888888888888889,0.25,11.0,2.1888888888888887
00051_00006_00055,0.00285,0.7427,00051,14,16,15.5,26,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,63.07692307692308,16.0,128.0,63.07692307692308,0.23076923076923078,0.4,0.46153846153846156,0.0,0.5384615384615384,0.6944444444444444,0.19444444444444445,0.1111111111111111,24,0,0,7,3,0,0.02564102564102566,0.7660545092993333,0.1510779799935716,0.0,0.5145631067961165,0.0913926349659241,0.0,0.5180722891566265,0.08534702344653317,0.846875,0.846875,0.846875,0.65,0.65,0.65,0.5625,0.5625,0.5625,0.0,1,2,1.0909090909090908,1,2,1.0909090909090908,1.1428571428571428,51.2,31.51746031746032,0.8979591836734694,96.0,31.835813710099426,6.285714285714286,96.0,36.12307692307692,6.285714285714286,96.0,47.37582417582417,0.14285714285714285,49.0,4.702106227106227,0.14285714285714285,7.0,1.013003663003663,0.14285714285714285,7.0,0.8463369963369962
00052_00005_02846,,,00052,11,12,11.75,19,2,7,0,8,8,8.0,8,8,8.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,49.0,57.21052631578947,1.0,128.0,57.21052631578947,0.2631578947368421,0.2857142857142857,0.5789473684210527,0.0,0.42105263157894735,0.6153846153846154,0.15384615384615385,0.19230769230769232,18,0,0,6,1,0,0.25,0.95,0.6252908685325413,0.0,0.85,0.3781613328538895,0.0,0.95,0.32827848863152864,0.9995,0.9995,0.9995,0.98,0.98,0.98,0.975,0.975,0.975,0.0,1,6,1.8333333333333333,1,2,1.1111111111111112,0.2,64.0,29.95333333333333,0.3333333333333333,96.0,24.60782432271154,1.0,96.0,32.631077694235586,0.3333333333333333,96.0,33.5609022556391,0.25,49.0,7.601754385964912,0.16666666666666666,7.0,1.317543859649123,0.25,10.5,2.212280701754386
00052_00006_00056,0.00285,0.3392,00052,13,15,14.5,24,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,108.0,64.66666666666667,16.0,128.0,64.66666666666667,0.3333333333333333,0.2,0.5,0.0,0.5,0.7352941176470589,0.14705882352941177,0.058823529411764705,22,2,0,9,1,0,0.05555555555555558,0.7803339517625232,0.24206956612438085,0.0,0.6734693877551021,0.1758310470097827,0.0,0.5180722891566265,0.11308214680301393,0.9405,0.9405,0.9405,0.86,0.86,0.86,0.575,0.575,0.575,0.0,1,3,1.2727272727272727,1,2,1.0909090909090908,1.3333333333333333,64.0,40.45333333333333,0.6530612244897959,96.0,29.20913076341648,2.6666666666666665,96.0,40.73650793650794,4.571428571428571,96.0,36.32380952380952,0.16666666666666666,54.0,9.657936507936506,0.16666666666666666,18.0,2.403174603174603,0.16666666666666666,7.0,1.1948412698412698
00053_00006_00057,0.00285,0.63405,00053,8,8,8.0,4,0,7,0,8,8,8.0,1536,1536,1536.0,3,2,4,2.6666666666666665,5,2,2,2.0,6.0,77.0,64.0,32.0,96.0,64.0,1.25,0.2857142857142857,1.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,4,0,0,6,1,0,0.0714285714285714,0.9219736087205966,0.2883069167022317,0.05882352941176472,0.8380952380952381,0.2065410080115962,0.0,0.5180722891566265,0.16536414336033867,0.92875,0.92875,0.92875,0.85,0.85,0.85,0.525,0.525,0.525,0.0,1,6,1.9090909090909092,1,2,1.1818181818181819,2.6666666666666665,48.0,32.53333333333333,0.4155844155844156,16.0,8.207792207792206,4.571428571428571,32.0,18.285714285714285,2.909090909090909,48.0,25.454545454545453,3.0,77.0,40.0,1.5,7.0,4.25,1.0,11.0,6.0
00053_00007_01588,0.00285,0.3392,00053,11,12,11.75,14,1,6,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,49.0,55.0,1.0,128.0,55.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.42857142857142855,0.6,0.1,0.1,12,0,0,5,1,0,0.11199999999999999,0.7660545092993333,0.39764883150262076,0.0,0.7551020408163265,0.2429391769316477,0.0,0.5180722891566265,0.19951373013800744,0.98,0.98,0.98,0.9,0.9,0.9,0.8,0.8,0.8,0.14285714285714285,1,4,1.5714285714285714,1,2,1.2857142857142858,0.25,72.0,29.30333333333333,1.0,96.0,22.031499838030452,1.0,96.0,29.117006802721086,1.0,96.0,34.8312925170068,0.2,49.0,7.9261904761904765,0.2,7.0,1.4023809523809523,0.2,7.0,1.5214285714285716
00053_00005_02433,0.00285,0.0031,00053,13,15,14.5,28,3,6,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,350.0,46.285714285714285,1.0,128.0,46.285714285714285,0.14285714285714285,0.3333333333333333,0.35714285714285715,0.0,0.5,0.7941176470588235,0.08823529411764706,0.11764705882352941,26,0,0,5,1,0,0.2727272727272727,0.9572483482316362,0.686726518324847,0.0,0.9112903225806451,0.44910883023786247,0.19999999999999996,0.8863636363636364,0.4187769258853596,0.99975,0.99975,0.99975,0.99,0.99,0.99,0.975,0.975,0.975,0.1,1,9,1.8,1,9,1.9,0.16666666666666666,51.2,18.06938775510204,0.09142857142857143,96.0,24.832165532879817,1.0,96.0,29.30192743764172,0.64,96.0,31.052857142857142,0.125,350.0,26.11298185941043,0.125,7.0,1.1169501133786848,0.125,50.0,3.90266439909297
00054_00005_02625,0.00285,0.26225,00054,8,9,8.75,12,1,3,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,392.0,68.0,16.0,128.0,68.0,0.25,0.0,0.3333333333333333,0.0,0.6666666666666666,0.7333333333333333,0.13333333333333333,0.13333333333333333,10,0,0,3,0,0,0.625,0.9925,0.8513008389011614,0.25,0.9212598425196851,0.5917885264341958,0.5,0.975,0.6646873207114171,0.999625,0.999625,0.999625,0.97,0.97,0.97,0.9875,0.9875,0.9875,0.0,1,10,3.5714285714285716,1,2,1.2857142857142858,1.6,64.0,36.2,0.08163265306122448,96.0,50.638790627362056,4.571428571428571,96.0,54.184126984126976,0.5714285714285714,96.0,53.51746031746031,0.25,392.0,66.12222222222222,0.25,7.0,1.5222222222222221,0.25,56.0,9.688888888888888
00054_00009_01849,,,00054,10,11,10.75,8,1,10,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,25.0,51.0,16.0,128.0,51.0,1.0,0.2,0.25,0.0,0.75,0.7222222222222222,0.0,0.2222222222222222,8,0,0,9,1,0,0.024691358024691357,0.20199999999999996,0.062130445654023224,0.012195121951219523,0.16000000000000003,0.04197846612030517,0.0,0.050000000000000044,0.021729129995171802,0.27912499999999996,0.27912499999999996,0.27912499999999996,0.20999999999999996,0.20999999999999996,0.20999999999999996,0.08750000000000002,0.08750000000000002,0.08750000000000002,0.0,1,1,1.0,1,1,1.0,2.6666666666666665,128.0,42.666666666666664,1.28,96.0,32.93777777777778,6.4,96.0,37.13333333333333,6.4,96.0,37.13333333333333,0.5,8.333333333333334,1.9166666666666667,0.5,1.6666666666666667,0.8333333333333334,0.5,1.6666666666666667,0.8333333333333334
00054_00009_00414,0.00285,0.58645,00054,9,10,9.75,16,2,7,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,3420.0,62.0,16.0,128.0,62.0,0.3125,0.2857142857142857,0.5,0.0,0.5,0.6086956521739131,0.0,0.21739130434782608,16,0,0,6,1,0,0.11111111111111116,0.9978497706422018,0.5233111863501771,0.09999999999999998,0.921875,0.23355158730158734,0.0,0.9724770642201834,0.4518858307849134,0.999,0.999,0.999,0.92,0.92,0.92,0.9875,0.9875,0.9875,0.0,1,10,2.2,1,38,6.2,2.0,85.33333333333333,47.52380952380952,0.00935672514619883,96.0,29.938947368421054,0.5333333333333333,96.0,36.2,0.5614035087719298,96.0,38.20350877192982,0.3333333333333333,3420.0,429.1041666666667,0.3333333333333333,60.0,8.104166666666668,0.3333333333333333,57.0,7.666666666666667
00054_00004_02147,0.00285,0.3541,00054,14,16,15.5,24,3,12,0,8,8,8.0,2048,2048,2048.0,6,2,6,4.0,8,2,4,2.75,1.0,252.0,64.66666666666667,16.0,128.0,64.66666666666667,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.0,0.5,0.6944444444444444,0.19444444444444445,0.1111111111111111,22,0,0,11,1,0,0.040000000000000036,0.9399459513562206,0.2480955179050693,0.0,0.5145631067961165,0.11815584080569307,0.0,0.8762886597938144,0.17538095733972023,0.978,0.978,0.978,0.78,0.78,0.78,0.9,0.9,0.9,0.0,1,2,1.1666666666666667,1,7,1.5,1.3333333333333333,64.0,40.45333333333333,0.12698412698412698,96.0,33.94835978835979,0.8888888888888888,96.0,40.2074074074074,4.571428571428571,96.0,44.51428571428571,0.16666666666666666,252.0,22.10238095238095,0.16666666666666666,36.0,3.4309523809523816,0.16666666666666666,7.0,0.9865079365079366
00054_00009_01858,,,00054,9,10,9.75,18,2,5,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,434.0,59.44444444444444,16.0,128.0,59.44444444444444,0.2777777777777778,0.0,0.4444444444444444,0.0,0.4444444444444444,0.6086956521739131,0.21739130434782608,0.17391304347826086,14,2,0,5,0,0,0.040000000000000036,0.9807692307692307,0.5354181891463445,0.0,0.9423076923076923,0.2062864255485615,0.0,0.9272727272727272,0.44585858585858584,0.9985,0.9985,0.9985,0.94,0.94,0.94,0.975,0.975,0.975,0.13333333333333333,1,18,3.2666666666666666,1,11,2.6,1.6,64.0,33.733333333333334,0.08986175115207373,96.0,30.242741840662987,0.6290322580645161,96.0,35.15137395459976,1.7777777777777777,96.0,40.04620811287478,0.25,434.0,52.162962962962965,0.25,62.0,7.4185185185185185,0.25,9.0,2.1037037037037036
